message,label,player,special_token_message,match,translated_message,sanitized_translated_message
xd,,8,[Team1][Player3]: xd,86,xd,xd
viva la peru :3,,1,[Team0][Player1]: viva la peru :3,86,long live Peru :3,long live Peru :3
el camote es riko,,1,[Team0][Player1]: el camote es riko,86,"""The sweet potato is tasty""",The sweet potato is tasty
basura de mierda,x,1,[Team0][Player1]: basura de mierda,86,"""fucking trash""",f***ing trash
D,,1,[Team0][Player1]: D,86,D,D
GG :V,,1,[Team0][Player1]: GG :V,86,"""GG :V"" translates to ""Good Game :V""",GG :V translates to Good Game :V
ez top manitos,,0,[Team0][Player0]: ez top manitos,86,"""easy top little hands""",easy top little hands
eZ MID,,1,[Team0][Player1]: eZ MID,86,"""easy MID""",easy MID
gg xd,,8,[Team1][Player3]: gg xd,86,gg xd,gg xd
ez invoker,,8,[Team1][Player3]: ez invoker,86,"""easy invoker""",easy invoker
gg sniper,,7,[Team1][Player2]: gg sniper,86,gg sniper,gg sniper
GG,,6,[Team1][Player1]: GG,84,Good game,Good game
A  FEDEAR AJAJA,,1,[Team0][Player1]: A  FEDEAR AJAJA,84,"""Go feed hahaha""",Go feed hahaha
PORQUE SON TAN RATAS,,6,[Team1][Player1]: PORQUE SON TAN RATAS,84,"""WHY ARE YOU SUCH RATS""",WHY ARE YOU SUCH R***
xq fedeas,,5,[Team1][Player0]: xq fedeas,84,"""why do you feed""",why do you feed
juega mrd,,5,[Team1][Player0]: juega mrd,84,"""play shit""",play ****
alche marica,,5,[Team1][Player0]: alche marica,84,"""alche faggot""","""alche ******"""
GG EZ GAME,,6,[Team1][Player1]: GG EZ GAME,84,GG easy game,GG easy game
porfa reproten ese kunka  porfa,,1,[Team0][Player1]: porfa reproten ese kunka  porfa,84,"""please report that kunkka please""",please report that kunkka please
gg,,1,[Team0][Player1]: gg,84,gg,gg
porfa reproten ee kunka porfa,,1,[Team0][Player1]: porfa reproten ee kunka porfa,84,"""please report that kunka please""",please report that kunka please
porfa reproten ese kunka,,1,[Team0][Player1]: porfa reproten ese kunka,84,please report that Kunkka,please report that Kunkka
report blood,,3,[Team0][Player3]: report blood,84,report blood,report blood
gg,,3,[Team0][Player3]: gg,84,gg,gg
gg,,1,[Team0][Player1]: gg,84,gg,gg
ajajaj xd,,5,[Team1][Player0]: ajajaj xd,84,"""hahaha xd""",hahaha xd
report alch,,3,[Team0][Player3]: report alch,84,report alch,report alch
gg,,1,[Team0][Player1]: gg,84,gg,gg
dinied,,5,[Team1][Player0]: dinied,84,"""denied""",denied
gg,,1,[Team0][Player1]: gg,84,gg,gg
mrd,,5,[Team1][Player0]: mrd,84,"""motherfucker""",m**********
terminen  porfa,,1,[Team0][Player1]: terminen  porfa,84,"""Finish it please""",Finish it please
X2,,4,[Team0][Player4]: X2,84,"""End it""",End it
mi pa se saco divine,,5,[Team1][Player0]: mi pa se saco divine,84,"""my dad got a divine""",my dad got a divine
akjaja,,1,[Team0][Player1]: akjaja,84,hahaha,hahaha
lol,,3,[Team0][Player3]: lol,84,lol,lol
terminen  porfa reproten ese    kunka esa mr dde  blood,,1,[Team0][Player1]: terminen  porfa reproten ese    kunka esa mr dde  blood,84,"""Finish please report that Kunkka that motherfucker from Blood""",Finish please report that Kunkka that ********** from Blood
ewe,,9,[Team1][Player4]: ewe,84,ewe,ewe
ejeje,,5,[Team1][Player0]: ejeje,84,"""hehehe""",hehehe
JUEGO ?,,6,[Team1][Player1]: JUEGO ?,84,"""GAME ?""",GAME ?
ve a que te saquen la shit en mid,,9,[Team1][Player4]: ve a que te saquen la shit en mid,84,"""go get the shit beaten out of you in mid""","""go get the **** beaten out of you in mid"""
ajajaa,,5,[Team1][Player0]: ajajaa,84,"""hahaha""",hahaha
tanto para un suporrt,,5,[Team1][Player0]: tanto para un suporrt,84,"""so much for a support""",so much for a support
VOY,,6,[Team1][Player1]: VOY,84,"""I'M GOING""",I'M GOING
altoke terminen   porfa,,1,[Team0][Player1]: altoke terminen   porfa,84,"""Finish quickly please""",Finish quickly please
end ast plis,,4,[Team0][Player4]: end ast plis,84,"""end this please""",end this please
ya fue ni cagando se vajan a mi pa,,5,[Team1][Player0]: ya fue ni cagando se vajan a mi pa,84,"""That's it, no way they're taking me down.""","That's it, no way they're taking me down."
PORQUE ME TOCARA GENTE ASI POR DIOS,,4,[Team0][Player4]: PORQUE ME TOCARA GENTE ASI POR DIOS,84,"""WHY DO I GET PEOPLE LIKE THIS FOR GOD'S SAKE""",WHY DO I GET PEOPLE LIKE THIS FOR GOD'S SAKE
ajjaa,,5,[Team1][Player0]: ajjaa,84,"""haha""",haha
TENGO ORO ´PARA MAS,,6,[Team1][Player1]: TENGO ORO ´PARA MAS,84,"""I HAVE GOLD FOR MORE""",I HAVE GOLD FOR MORE
HAY MAS ORO,,6,[Team1][Player1]: HAY MAS ORO,84,"""THERE IS MORE GOLD""",THERE IS MORE GOLD
gg,,5,[Team1][Player0]: gg,84,gg,gg
ganen,,5,[Team1][Player0]: ganen,84,win,win
POR NAVIDAD LES DEJO ESE,,6,[Team1][Player1]: POR NAVIDAD LES DEJO ESE,84,"""For Christmas, I'll leave you that.""","For Christmas, I'll leave you that."
y perdio el divine ese idiota,,5,[Team1][Player0]: y perdio el divine ese idiota,84,"""and that idiot lost the divine""",and that ***** lost the divine
kkkkkkkkkkkk,,3,[Team0][Player3]: kkkkkkkkkkkk,84,"""hahahahahaha""",hahahahahaha
report blod xfvr,,5,[Team1][Player0]: report blod xfvr,84,"""report blood please""",report blood please
report blood,,3,[Team0][Player3]: report blood,84,report blood,report blood
PORFA REPROTEN ESE KUNKA  PORFA,,1,[Team0][Player1]: PORFA REPROTEN ESE KUNKA  PORFA,84,"""PLEASE REPORT THAT KUNKA PLEASE""",PLEASE REPORT THAT KUNKA PLEASE
NO MERECES JUGAR DOTA BASURA D MRD,x,4,[Team0][Player4]: NO MERECES JUGAR DOTA BASURA D MRD,84,"""YOU DON'T DESERVE TO PLAY DOTA, PIECE OF SHIT""","YOU DON'T DESERVE TO PLAY DOTA, PIECE OF ****"
ABURRIDO NI EL DIVINE DIO DIVERSION,,6,[Team1][Player1]: ABURRIDO NI EL DIVINE DIO DIVERSION,84,"""BORING, NOT EVEN THE DIVINE GAVE FUN""","BORING, NOT EVEN THE DIVINE GAVE FUN"
gg,,5,[Team1][Player0]: gg,84,gg,gg
пд,,7,[Team1][Player2]: пд,58,"""f**k off""",f**k off
gl,,7,[Team1][Player2]: gl,58,good luck,good luck
ty,,1,[Team0][Player1]: ty,58,thank you,thank you
ne,,7,[Team1][Player2]: ne,58,no,no
its like 4% to get two bashes in a row,,9,[Team1][Player4]: its like 4% to get two bashes in a row,58,It's like 4% to get two bashes in a row.,It's like 4% to get two bashes in a row.
and you've done it like 10 times this game,,9,[Team1][Player4]: and you've done it like 10 times this game,58,and you've done it like 10 times this game,and you've done it like 10 times this game
fuck your luck,,9,[Team1][Player4]: fuck your luck,58,"""fuck your luck""",f*** your luck
and u are alive!,,2,[Team0][Player2]: and u are alive!,58,"""and you are alive!""",and you are alive!
so,,2,[Team0][Player2]: so,58,so,so
see?,,2,[Team0][Player2]: see?,58,"""see?""",see?
10times,,2,[Team0][Player2]: 10times,58,10 times,10 times
u run like that,,2,[Team0][Player2]: u run like that,58,"""you run like that""",you run like that
dont talk about my bashes :),,2,[Team0][Player2]: dont talk about my bashes :),58,"""don't talk about my bashes :)""",don't talk about my bashes :)
only 1 out of 4 hits,,9,[Team1][Player4]: only 1 out of 4 hits,58,"""only 1 out of 4 hits""",only 1 out of 4 hits
like it should be,,9,[Team1][Player4]: like it should be,58,"""como debería ser""",como debería ser
lifestealer complaing about bash chance,,4,[Team0][Player4]: lifestealer complaing about bash chance,58,"""lifestealer complaining about bash chance""",lifestealer complaining about bash chance
lol,,7,[Team1][Player2]: lol,58,lol,lol
:D,,2,[Team0][Player2]: :D,58,:D,:D
ez game,,2,[Team0][Player2]: ez game,58,easy game,easy game
gl next,,2,[Team0][Player2]: gl next,58,"""good luck next""",good luck next
ol,,7,[Team1][Player2]: ol,58,"""lol""",lol
ok,,7,[Team1][Player2]: ok,58,ok,ok
gg,,4,[Team0][Player4]: gg,58,gg,gg
gg wp,,5,[Team1][Player0]: gg wp,58,gg well played,gg well played
gg,,9,[Team1][Player4]: gg,58,gg,gg
MULEKE TU ERUIN,,5,[Team1][Player0]: MULEKE TU ERUIN,42,"""KID YOU'RE RUINING""",KID YOU'RE RUINING
COM TODOS HERO,,5,[Team1][Player0]: COM TODOS HERO,42,"""WITH ALL HERO""",WITH ALL HERO
xd,,0,[Team0][Player0]: xd,42,xd,xd
SERIO QUE TU ACHO,,5,[Team1][Player0]: SERIO QUE TU ACHO,42,"""SERIOUSLY, YOU THINK""","""SERIOUSLY, YOU THINK"""
QUE PEGA ISSO,,5,[Team1][Player0]: QUE PEGA ISSO,42,"""WHAT'S UP WITH THAT""",WHAT'S UP WITH THAT
NO MEU ULT,,5,[Team1][Player0]: NO MEU ULT,42,"""IN MY ULT""",IN MY ULT
relaxa,,0,[Team0][Player0]: relaxa,42,"""relax""",relax
xdxD,,4,[Team0][Player4]: xdxD,42,xdxD,xdxD
GO DYUEKLE,,4,[Team0][Player4]: GO DYUEKLE,42,"""GO FUCK YOURSELF""",GO **** YOURSELF
Ty,,4,[Team0][Player4]: Ty,42,Thank you,Thank you
pudge,,4,[Team0][Player4]: pudge,42,pudge,pudge
gg slark,,1,[Team0][Player1]: gg slark,42,gg slark,gg slark
report mid ´pls,,4,[Team0][Player4]: report mid ´pls,42,"""report mid please""",report mid please
nad pudge,,4,[Team0][Player4]: nad pudge,42,"""noob Pudge""",noob Pudge
SIM,,5,[Team1][Player0]: SIM,42,YES,YES
ELE MUITO RUIN KKK,,5,[Team1][Player0]: ELE MUITO RUIN KKK,42,"""HE'S VERY BAD LOL""",HE'S VERY BAD LOL
bkb,,4,[Team0][Player4]: bkb,42,BKB,BKB
PEGO REPORTE DE TODO MUNDO,,5,[Team1][Player0]: PEGO REPORTE DE TODO MUNDO,42,"""I'll report everyone""",I'll report everyone
NA PASSAQDA,,5,[Team1][Player0]: NA PASSAQDA,42,"""IN THE LAST GAME""",IN THE LAST GAME
CARA CONTINUA,,5,[Team1][Player0]: CARA CONTINUA,42,"""GUY CONTINUES""",GUY CONTINUES
tY,,4,[Team0][Player4]: tY,42,thank you,thank you
:v,,9,[Team1][Player4]: :v,42,:v,:v
COIPIS,,4,[Team0][Player4]: COIPIS,42,"""YOU COPY""",YOU COPY
gg,,0,[Team0][Player0]: gg,42,gg,gg
gema  nice,,4,[Team0][Player4]: gema  nice,42,"""game nice""",game nice
stupid mid,,4,[Team0][Player4]: stupid mid,42,stupid mid,st**** mid
Se me deixa ir mid na passada era duas vitoria animal,,5,[Team1][Player0]: Se me deixa ir mid na passada era duas vitoria animal,42,"""If you had let me go mid last time, it would have been two wins, you animal.""","""If you had let me go mid last time, it would have been two wins, you *****."""
gg,,4,[Team0][Player4]: gg,42,gg,gg
Team bad,,4,[Team0][Player4]: Team bad,42,Team bad,Team bad
mid  3k,,4,[Team0][Player4]: mid  3k,42,"""mid 3k""",mid 3k
como e facil ganha de um sf mid,,5,[Team1][Player0]: como e facil ganha de um sf mid,42,"""how easy it is to win against an sf mid""",how easy it is to win against an sf mid
E tu pega uma taca grande,,5,[Team1][Player0]: E tu pega uma taca grande,42,"""And you grab a big cup""",And you grab a big cup
Xd,,9,[Team1][Player4]: Xd,42,Xd,Xd
xD,,4,[Team0][Player4]: xD,42,xD,xD
ez,,8,[Team1][Player3]: ez,42,easy,easy
:D,,4,[Team0][Player4]: :D,42,:D,:D
lol,,6,[Team1][Player1]: lol,42,lol,lol
jajaj,,9,[Team1][Player4]: jajaj,42,hahaha,hahaha
EZ,,4,[Team0][Player4]: EZ,42,EZ,EZ
press J to Dance,,5,[Team1][Player0]: press J to Dance,23,"""press J to Dance""",press J to Dance
haha,,6,[Team1][Player1]: haha,23,haha,haha
awww,,6,[Team1][Player1]: awww,23,awww,awww
bad QOP,,6,[Team1][Player1]: bad QOP,23,bad Queen of Pain,bad Queen of Pain
",MEEPO. ARE YOU REALLY AN CIENT?",,6,"[Team1][Player1]: ,MEEPO. ARE YOU REALLY AN CIENT?",23,"""MEEPO. ARE YOU REALLY ANCIENT?""",MEEPO. ARE YOU REALLY ANCIENT?
im buying this ac,,1,[Team0][Player1]: im buying this ac,23,I'm buying this Assault Cuirass.,I'm buying this Assault Cuirass.
SO YOU ARE DIVINE?,,6,[Team1][Player1]: SO YOU ARE DIVINE?,23,SO YOU ARE DIVINE?,SO YOU ARE DIVINE?
Sakay,,5,[Team1][Player0]: Sakay,23,"""Ride""",Ride
HARSH ON SUPP,,6,[Team1][Player1]: HARSH ON SUPP,23,"""Harsh on support""",Harsh on support
Grabe ang yaman nyo T_T,,5,[Team1][Player0]: Grabe ang yaman nyo T_T,23,"""You guys are so rich T_T""",You guys are so rich T_T
dami nyo BB,,5,[Team1][Player0]: dami nyo BB,23,"""you have a lot of buybacks""",you have a lot of buybacks
WHY ALWAYS ME MEEPO :),,6,[Team1][Player1]: WHY ALWAYS ME MEEPO :),23,WHY ALWAYS ME MEEPO :),WHY ALWAYS ME MEEPO :)
INLOVE WITH ME?,,6,[Team1][Player1]: INLOVE WITH ME?,23,"""INLOVE WITH ME?""",INLOVE WITH ME?
paper,,5,[Team1][Player0]: paper,23,Paper,Paper
sad,,5,[Team1][Player0]: sad,23,sad,sad
SAD,,6,[Team1][Player1]: SAD,23,SAD,SAD
kaawkakakw,,2,[Team0][Player2]: kaawkakakw,23,"""hahahaha""",hahahaha
Sv,,2,[Team0][Player2]: Sv,23,"""All""",All
Gfg,,2,[Team0][Player2]: Gfg,23,Gfg,Gfg
FG,,2,[Team0][Player2]: FG,23,"""Good game""",Good game
gF,,2,[Team0][Player2]: gF,23,gF,gF
anciient mo?,,5,[Team1][Player0]: anciient mo?,23,"""ancient, right?""","ancient, right?"
gF,,2,[Team0][Player2]: gF,23,"""Good fight""",Good fight
fF,,2,[Team0][Player2]: fF,23,fF,fF
g,,2,[Team0][Player2]: g,23,g,g
f,,2,[Team0][Player2]: f,23,f,f
rmk,,3,[Team0][Player3]: rmk,36,"""remake""",remake
rmk?,,3,[Team0][Player3]: rmk?,36,"""remake?""",remake?
please,,3,[Team0][Player3]: please,36,please,please
me and my team,,3,[Team0][Player3]: me and my team,36,"""me and my team""",me and my team
newbs,,3,[Team0][Player3]: newbs,36,newbies,newbies
leave,,5,[Team1][Player0]: leave,36,leave,leave
wtf,,1,[Team0][Player1]: wtf,36,What the fuck,What the ****
привет,,9,[Team1][Player4]: привет,36,Hello,Hello
Wooo,,3,[Team0][Player3]: Wooo,36,Wooo,Wooo
how did u type that,,3,[Team0][Player3]: how did u type that,36,"The message is already in English: ""how did u type that""",The message is already in English: how did u type that
npnbet,,3,[Team0][Player3]: npnbet,36,"""fuck you""",f*** you
npubet,,5,[Team1][Player0]: npubet,36,"""noob""",noob
rmk,,3,[Team0][Player3]: rmk,36,remake,remake
nosean rasistas con un arconte perros,,8,[Team1][Player3]: nosean rasistas con un arconte perros,49,"""Don't be racist with an Archon, dogs.""","""Don't be racist with an Archon, d***."""
ptm me siento pequeño,,8,[Team1][Player3]: ptm me siento pequeño,49,"""damn I feel small""",damn I feel small
merecido,,2,[Team0][Player2]: merecido,49,Deserved.,Deserved.
FEEDOU QUITOU,,2,[Team0][Player2]: FEEDOU QUITOU,49,"""FED AND QUIT""",FED AND QUIT
SK HC,,6,[Team1][Player1]: SK HC,49,"""SK HC""",SK HC
PLZ RAPORT,,6,[Team1][Player1]: PLZ RAPORT,49,Please report.,Please report.
oleee,,8,[Team1][Player3]: oleee,49,oleee,oleee
?,,0,[Team0][Player0]: ?,49,?,?
??',,8,[Team1][Player3]: ??',49,??,??
magnus,,8,[Team1][Player3]: magnus,49,magnus,magnus
runnnnnnnnnnnnnn,,5,[Team1][Player0]: runnnnnnnnnnnnnn,49,runnnnnnnnnnnnnn,runnnnnnnnnnnnnn
bichh,,5,[Team1][Player0]: bichh,49,bitch,b****
runnnnnnnn,,5,[Team1][Player0]: runnnnnnnn,49,"""runnnnnnnn""",runnnnnnnn
gg,,0,[Team0][Player0]: gg,49,gg,gg
revenge time?,,5,[Team1][Player0]: revenge time?,26,revenge time?,revenge time?
why not,,3,[Team0][Player3]: why not,26,why not,why not
at least that voker isnt here,,7,[Team1][Player2]: at least that voker isnt here,26,"""at least that Invoker isn't here""",at least that Invoker isn't here
so i wont get as angry,,7,[Team1][Player2]: so i wont get as angry,26,"""so i won't get as angry""",so i won't get as angry
abandoning if thats fine guys?,,5,[Team1][Player0]: abandoning if thats fine guys?,26,"""abandoning if that's fine guys?""",abandoning if that's fine guys?
lol you desp want to win this one hahaha,,2,[Team0][Player2]: lol you desp want to win this one hahaha,26,"""lol you desperately want to win this one hahaha""",lol you desperately want to win this one hahaha
4 carries is a bit desparate,,4,[Team0][Player4]: 4 carries is a bit desparate,26,4 carries is a bit desperate,4 carries is a bit desperate
w,,5,[Team1][Player0]: w,26,w,w
nope,,3,[Team0][Player3]: nope,26,nope,nope
t,,5,[Team1][Player0]: t,26,t,t
f,,5,[Team1][Player0]: f,26,f,f
lol,,2,[Team0][Player2]: lol,26,lol,lol
i pick techies,,5,[Team1][Player0]: i pick techies,26,I pick Techies.,I pick Techies.
i think im good,,5,[Team1][Player0]: i think im good,26,I think I'm good.,I think I'm good.
x,,5,[Team1][Player0]: x,26,x,x
X,,5,[Team1][Player0]: X,26,X,X
XD,,5,[Team1][Player0]: XD,26,XD,XD
lol,,2,[Team0][Player2]: lol,26,lol,lol
wp,,2,[Team0][Player2]: wp,26,"""well played""",well played
whattattatatattata,,5,[Team1][Player0]: whattattatatattata,26,whattattatatattata,whattattatatattata
ahh wow that makes sense,,2,[Team0][Player2]: ahh wow that makes sense,26,ahh wow that makes sense,ahh wow that makes sense
yeah,,5,[Team1][Player0]: yeah,26,yeah,yeah
LOL,,2,[Team0][Player2]: LOL,26,LOL,LOL
ouch,,5,[Team1][Player0]: ouch,26,ouch,ouch
fuck,,5,[Team1][Player0]: fuck,26,Fuck,F***
lol,,1,[Team0][Player1]: lol,26,lol,lol
lol,,6,[Team1][Player1]: lol,26,lol,lol
techies u are actually a fucking poes,,5,[Team1][Player0]: techies u are actually a fucking poes,26,"""techies you are actually a fucking cunt""",techies you are actually a ****ing ****
haha,,2,[Team0][Player2]: haha,26,haha,haha
irl,,7,[Team1][Player2]: irl,26,"""in real life""",in real life
like this game would of been done 20 years ago,,5,[Team1][Player0]: like this game would of been done 20 years ago,26,"""like this game would have been done 20 years ago""",like this game would have been done 20 years ago
but we cant fucking push high,,5,[Team1][Player0]: but we cant fucking push high,26,"""but we can't fucking push high""",but we can't ****ing push high
such lies,,0,[Team0][Player0]: such lies,26,"""such lies""",such lies
yeah,,5,[Team1][Player0]: yeah,26,yeah,yeah
ez,,5,[Team1][Player0]: ez,26,easy,easy
lol we picked a techies to have fun sooo,,2,[Team0][Player2]: lol we picked a techies to have fun sooo,26,"""lol we picked a techies to have fun sooo""",lol we picked a techies to have fun sooo
nc gem,,3,[Team0][Player3]: nc gem,26,"""nice gem""",nice gem
wk,,3,[Team0][Player3]: wk,26,"""well played""",well played
<3,,3,[Team0][Player3]: <3,26,<3,<3
gg wp,,6,[Team1][Player1]: gg wp,26,gg wp,gg wp
gg,,1,[Team0][Player1]: gg,26,gg,gg
lol gg,,2,[Team0][Player2]: lol gg,26,lol gg,lol gg
wp guys,,1,[Team0][Player1]: wp guys,26,"""well played guys""",well played guys
wp pig,,2,[Team0][Player2]: wp pig,26,"""wp pig""",wp ***
was fun,,1,[Team0][Player1]: was fun,26,was fun,was fun
gg wp,,4,[Team0][Player4]: gg wp,26,gg wp,gg wp
gg,,7,[Team1][Player2]: gg,26,gg,gg
why ban techies? :P,,7,[Team1][Player2]: why ban techies? :P,57,"""why ban techies? :P""",why ban techies? :P
i wanted to play it :D,,7,[Team1][Player2]: i wanted to play it :D,57,"""I wanted to play it :D""",I wanted to play it :D
meepo booster?,,8,[Team1][Player3]: meepo booster?,57,"""meepo booster?""",meepo booster?
nggk kok,,2,[Team0][Player2]: nggk kok,57,"""nope""",nope
cek profile,,2,[Team0][Player2]: cek profile,57,"""check profile""",check profile
ako noob,,2,[Team0][Player2]: ako noob,57,"""I'm a noob""",I'm a noob
ogay,,8,[Team1][Player3]: ogay,57,okay,okay
gl,,2,[Team0][Player2]: gl,57,good luck,good luck
ogay,,8,[Team1][Player3]: ogay,57,okay,okay
best draft,,6,[Team1][Player1]: best draft,57,best draft,best draft
haha,,6,[Team1][Player1]: haha,57,haha,haha
400 xpm gpm,,2,[Team0][Player2]: 400 xpm gpm,57,"""400 xpm gpm""",400 xpm gpm
die amput,,2,[Team0][Player2]: die amput,57,"""die amput""",die ****
chat G ko a pyat tee lite p,,0,[Team0][Player0]: chat G ko a pyat tee lite p,57,"""chat G, go and die""","chat G, go and ***"
hah,,5,[Team1][Player0]: hah,57,hah,hah
:),,5,[Team1][Player0]: :),57,:),:)
nhat chee pr htouk twar ml,,0,[Team0][Player0]: nhat chee pr htouk twar ml,57,"""Don't let it happen again""",Don't let it happen again
haha,,0,[Team0][Player0]: haha,57,haha,haha
next time i will kill u,,5,[Team1][Player0]: next time i will kill u,57,next time i will kill you,next time i will **** you
