chat,label
glhf all. Let's play safe and focus on objectives. I'll be playing pos 5 Crystal Maiden. Remember to call missing. We've got this.,1
"Why the fuck is nobody helping mid? Invoker, you're useless. Use your spells, moron. Ram it down mid or lose like a bitch. Open your eyes, dude.",-1
"Nice job with Roshan, guys. Remember to deward near Rosh. Let's keep the pressure on them and take T2 towers. We can win this!",1
"Who the hell didn't buy wards? We're blind as shit. Seriously, who messed up? Get your head in the game or FF. This is unbelievable.",-1
"Awesome gank top! Let's rotate and take T1 mid next. I'll TP bot to defend. Keep up the great work, everyone. Teamwork OP!",1
"Our pos 1 is a joke. 20 minutes and no BKB on PA? What are you even doing all game? Feed more, genius. You're deadweight.",-1
Good start with the early game farm. Keep securing farm and pushing lanes when we can. I'll bring more wards for vision control.,1
"What a load of crap! How the fuck did you miss that stun, Lion? Do you even have eyes? What a waste of space. We don't need you.",-1
"Don't worry about the early deaths, Juggernaut. Focus on farming your Battle Fury. We can make a comeback. Just believe in yourself!",1
"Pudge, you're such a useless piece of shit. Stop feeding and do something useful like leaving. GG, thanks for nothing.",-1
"glhf team. I am going mid as Invoker. Please buy wards when you can. Good luck getting those last hits, safe lane.",1
Can someone explain why Pudge is feeding? Stop dying you piece of shit. This is the worst team ever. Fuck this game.,-1
"Nice push on T1 mid, guys. Let's keep up this momentum. I'll buy a smoke so we can gank top.",1
Why the hell didn't you pick a support hero? We're going to fucking lose because of you.,-1
"Hey guys, great job in the last teamfight! Let's try to secure Roshan in 10 minutes. We got this!",1
"Crystal Maiden, can you please ward? We really need vision. Thanks for the help.",1
"Why didn't anyone call missing? Are you all blind? Get your shit together, team.",-1
Your Invoker play is a joke. Ever heard of a spell combo? You're useless. Uninstall DOTA.,-1
I'll play pos 5 and start with wards. Let's try to keep our lanes pushed. Glhf everyone!,1
"Fuck this. You don't know how to play Pudge. Stop feeding and just quit already, bitch.",-1
glhf team. let's make sure to ward for rune control. I'll be going mid with Invoker. good luck everyone.,1
"wtf are you guys doing? like seriously, learn to fucking gank. this shit is pathetic. can't believe I have to carry this team again.",-1
nice job securing Roshan. let's push T2 mid. I'm bringing smoke for a gank. keep up the good work!,1
"can someone PLEASE ward the jungle? it's like I'm playing with blind bats. come on, this isn't that hard.",-1
"awesome ult, Witch Doctor! that was beautiful. let's keep the pressure on and take their towers.",1
"Pudge, learn to hook you useless piece of crap. how many more hooks are you gonna miss? this is embarrassing.",-1
"great defensive play, team. let's push their racks while they respawn. keep up the solid teamwork!",1
are you all fucking brain dead? why are you farming jungle when we need to defend high ground? wake up!,-1
"perfect rotations guys, this is how we do it! loving the synergy. let's secure another Roshan before they do.",1
"really, Juggernaut? you're just gonna split push while we're all dead? so much for teamwork, you selfish fuck.",-1
glhf team. I'll go mid with Invoker. Please call missing heroes. Let's focus on getting Roshan at 20 min.,1
"Good luck, have fun everyone. I'll support as Crystal Maiden. Remember to buy wards and deward.",1
"Pudge, nice hook earlier. Keep up the good work. Let's push T1 bot after we win a fight.",1
"Great job team! Pudge, you landed some amazing hooks. Let's group and finish this game strong.",1
I'll play pos 5. Dropping wards in the jungle. Let's control the map and keep vision on Roshan.,1
"FFS, keep feeding more kills, why not? We would have been better off without you, Invoker.",-1
"Why the fuck would you pick Pudge and feed? Can't even land a single hook, pathetic.",-1
"OMG, learn to play! Stop dying solo! What a joke, can you even see the minimap?",-1
"Nice throw, moron. You were supposed to gank mid but you just farm like a braindead idiot. GG.",-1
"Thanks for ruining the game, asshole. Go back to bot games, you're clueless!",-1
"glhf everyone. I'll go mid with Invoker. Let's rotate for Roshan after 20 min. Don't forget to place wards, especially around T1 mid.",1
OMG Pudge can you stop feeding already. We lost mid because you can’t play. At least buy a fucking ward.,-1
"Careful top, they're missing. Good control of the map guys. I'll stack the ancients when I respawn.",1
"Hey pos 5, maybe next time you can actually support instead of watching me get killed. Just uninstall the game, you'd be doing us a favor.",-1
Nice work team! Push for T1 mid now. Let's try to take Roshan after we clear the next wave.,1
"Holy shit, that was the worst Legion commander I've ever seen. Ever considered a new hero? You're dragging us down big time.",-1
"Can someone ward the jungle please? We need vision. Also, great job on the last team fight!",1
"Invoker, it's past 30 min and you still haven't built BKB? Are you serious? We can't carry dead weight.",-1
"Crystal Maiden, thanks for the aura. Can you ward near the river when you get a moment? Every little bit helps us win.",1
"You call that a gank, Juggernaut? You just keep dying like a moron. Maybe rethink your decision to play core.",-1
glhf. I'll take mid as Invoker. Don't forget to ward top rune. Let's secure Roshan when we hit 20 min. Great job team.,1
CAN YOU STOP FEEDING ALREADY? It's not hard to play safe. We need vision at Roshan and you just run there to die? Useless.,-1
Well played everyone. That was a clutch save by the Crystal Maiden. Let's focus on objectives now. Push T2 mid maybe?,1
"Why are you even in this game? Seriously, uninstall. You can't even play your role. Wish we had a real pos 5.",-1
Nice hook Pudge! We can push now with that pick off. Remember to buy detection for enemy wards.,1
"WTF is this team doing?? We said defend T1 mid and y'all just ignore it. Learn to play your roles right, idiots.",-1
Good rotation offlane! We turned that fight around. Let's keep the pressure on their mid tower now.,1
"Seriously Invoker, you missed all your spells again? Are you brain-dead? Just stop playing if you can't handle it.",-1
"Hey team, great job in the last fight! Let's keep up the momentum. Don't forget to deward their jungle.",1
"FUCK THIS SHIT, we lost because of you noobs. Every fucking time can't trust team to carry their weight.",-1
